Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
538157,85123A,WHITE HEART,40,2010-12-11 14:00,6.88,14007,United Kingdom
537570,85123A,WHITE HEART,46,2011-02-28 11:00,2.65,14007,United Kingdom
541027,85123A,WHITE HEART,23,2011-02-01 13:00,7.45,14007,United Kingdom
537697,85123A,WHITE HEART,40,2011-01-16 16:00,5.26,14007,United Kingdom
536939,85123A,WHITE HEART,9,2011-01-26 12:00,2.44,14007,United Kingdom
536839,22491,PINK DOUGHNUT,11,2010-12-07 09:00,7.46,14008,United Kingdom
537570,71053,METAL LANTERN,27,2011-01-12 10:00,4.17,14008,United Kingdom
540745,22086,PAPER CHAIN,25,2011-02-08 12:00,4.49,14008,United Kingdom
537331,84029E,WOOLLY HOTTIE,26,2011-02-23 08:00,1.09,14008,United Kingdom
536706,85123A,WHITE HEART,20,2010-12-20 13:00,4.21,14008,United Kingdom
538847,22086,PAPER CHAIN,49,2011-03-06 14:00,3.1,14008,United Kingdom
540889,22086,PAPER CHAIN,19,2010-12-30 08:00,3.45,14008,United Kingdom
539422,22086,PAPER CHAIN,19,2011-02-16 10:00,1.46,14008,United Kingdom
537311,71053,METAL LANTERN,28,2011-03-04 13:00,4.37,14008,United Kingdom
541260,22960,JAM SET,1,2011-01-24 14:00,3.34,14008,United Kingdom
536419,22491,PINK DOUGHNUT,10,2011-01-03 08:00,7.28,14008,United Kingdom
539171,71053,METAL LANTERN,7,2011-02-03 16:00,5.61,14008,United Kingdom
539675,22633,HAND WARMER,24,2011-02-10 13:00,2.37,14008,United Kingdom
538508,21730,GLASS STAR,3,2011-03-02 15:00,7.21,14008,United Kingdom
536529,22086,PAPER CHAIN,14,2011-01-15 11:00,5.22,14008,United Kingdom
540790,84029E,WOOLLY HOTTIE,21,2011-01-24 09:00,3.84,14008,United Kingdom
537673,47566,PARTY BUNTING,33,2010-12-19 10:00,2.46,14008,United Kingdom
539959,71053,METAL LANTERN,2,2011-02-07 11:00,7.37,14008,United Kingdom
537169,22491,PINK DOUGHNUT,2,2011-03-29 11:00,3.54,14008,United Kingdom
539942,84029E,WOOLLY HOTTIE,30,2011-01-22 10:00,3.54,14008,United Kingdom
538471,84029E,WOOLLY HOTTIE,44,2011-02-12 15:00,1.98,14008,United Kingdom
538938,47566,PARTY BUNTING,32,2011-03-25 08:00,3.98,14008,United Kingdom
537666,21212,PACK BALLOONS,40,2010-12-25 14:00,5.89,14008,United Kingdom
540163,22960,JAM SET,26,2011-03-19 09:00,4.68,14008,United Kingdom
536405,21730,GLASS STAR,11,2011-02-23 11:00,6.76,14008,United Kingdom
541048,84029E,WOOLLY HOTTIE,34,2010-12-25 13:00,4.88,14008,United Kingdom
537010,47566,PARTY BUNTING,42,2010-12-27 16:00,1.98,14008,United Kingdom
539318,22086,PAPER CHAIN,34,2011-01-22 14:00,5.2,14009,United Kingdom
539432,85123A,WHITE HEART,26,2011-01-31 09:00,3.83,14009,United Kingdom
541254,84029E,WOOLLY HOTTIE,43,2011-01-22 11:00,2.29,14009,United Kingdom
536551,21730,GLASS STAR,11,2011-01-05 08:00,3.02,14009,United Kingdom
539076,47566,PARTY BUNTING,40,2011-03-08 14:00,4.96,14009,United Kingdom
537115,84029E,WOOLLY HOTTIE,22,2011-01-02 11:00,6.13,14009,United Kingdom
540825,22960,JAM SET,19,2011-03-17 08:00,5.17,14009,United Kingdom
538708,71053,METAL LANTERN,9,2011-03-27 16:00,6.4,14009,United Kingdom
540485,85123A,WHITE HEART,1,2011-01-12 15:00,4.47,14009,United Kingdom
539914,47566,PARTY BUNTING,35,2011-03-11 10:00,6.73,14009,United Kingdom
539369,84029E,WOOLLY HOTTIE,34,2011-03-11 08:00,1.72,14009,United Kingdom
536703,85123A,WHITE HEART,10,2011-03-23 15:00,5.83,14009,United Kingdom
538786,22086,PAPER CHAIN,31,2011-02-25 12:00,6.65,14009,United Kingdom
536411,84029E,WOOLLY HOTTIE,8,2011-02-27 16:00,2.75,14009,United Kingdom
539522,22491,PINK DOUGHNUT,16,2010-12-23 12:00,7.48,14009,United Kingdom
540597,22491,PINK DOUGHNUT,7,2011-03-27 14:00,1.24,14009,United Kingdom
537865,22633,HAND WARMER,48,2011-01-28 14:00,1.81,14009,United Kingdom
540862,71053,METAL LANTERN,31,2011-01-08 10:00,7.03,14009,United Kingdom
539032,22491,PINK DOUGHNUT,39,2010-12-31 15:00,1.26,14009,United Kingdom
540824,71053,METAL LANTERN,3,2011-01-09 14:00,5.87,14009,United Kingdom
537285,47566,PARTY BUNTING,15,2010-12-04 13:00,6.63,14009,United Kingdom
536675,71053,METAL LANTERN,33,2011-01-11 09:00,7.2,14009,United Kingdom
540175,22633,HAND WARMER,42,2011-03-29 09:00,7.93,14009,United Kingdom
540937,47566,PARTY BUNTING,46,2011-01-31 08:00,3.45,14009,United Kingdom
540726,21730,GLASS STAR,44,2011-01-25 16:00,5.39,14009,United Kingdom
538415,21212,PACK BALLOONS,39,2011-02-03 08:00,4.66,14009,United Kingdom
536796,22086,PAPER CHAIN,30,2010-12-18 12:00,6.97,14009,United Kingdom
537328,85123A,WHITE HEART,46,2010-12-15 08:00,1.32,14009,United Kingdom
537171,22491,PINK DOUGHNUT,37,2011-01-12 13:00,6.5,14009,United Kingdom
537249,71053,METAL LANTERN,25,2010-12-04 15:00,6.2,14010,United Kingdom
537189,22633,HAND WARMER,45,2011-03-17 09:00,1.84,14010,United Kingdom
540210,22491,PINK DOUGHNUT,41,2010-12-03 15:00,2.31,14010,United Kingdom
539535,21730,GLASS STAR,5,2011-02-25 08:00,5.41,14010,United Kingdom
539102,22960,JAM SET,49,2011-03-16 10:00,2.22,14010,United Kingdom
540434,71053,METAL LANTERN,17,2011-01-01 10:00,2.08,14010,United Kingdom
540046,22086,PAPER CHAIN,47,2011-02-06 12:00,1.24,14010,United Kingdom
537583,21212,PACK BALLOONS,3,2010-12-29 16:00,2.91,14010,United Kingdom
537925,21212,PACK BALLOONS,34,2010-12-09 15:00,7.03,14010,United Kingdom
540337,21730,GLASS STAR,11,2011-02-26 13:00,1.61,14010,United Kingdom
541053,22491,PINK DOUGHNUT,18,2011-01-29 12:00,1.57,14010,United Kingdom
539110,71053,METAL LANTERN,40,2011-01-31 10:00,7.18,14010,United Kingdom
537650,22633,HAND WARMER,40,2011-03-01 08:00,5.75,14010,United Kingdom
538069,22086,PAPER CHAIN,19,2011-03-02 08:00,7.08,14010,United Kingdom
541160,21212,PACK BALLOONS,42,2010-12-27 13:00,1.74,14010,United Kingdom
540886,47566,PARTY BUNTING,5,2011-01-27 16:00,7.17,14010,United Kingdom
540363,22491,PINK DOUGHNUT,32,2010-12-30 14:00,3.35,14010,United Kingdom
538350,71053,METAL LANTERN,36,2011-02-15 14:00,4.89,14010,United Kingdom
541160,85123A,WHITE HEART,41,2011-03-05 09:00,5.42,14010,United Kingdom
539891,22086,PAPER CHAIN,45,2011-02-08 10:00,6.46,14010,United Kingdom
536642,22491,PINK DOUGHNUT,41,2011-02-01 12:00,7.74,14010,United Kingdom
541191,22960,JAM SET,20,2011-03-24 11:00,5.82,14010,United Kingdom
539117,85123A,WHITE HEART,12,2010-12-10 13:00,1.47,14010,United Kingdom
541164,84029E,WOOLLY HOTTIE,26,2011-02-20 09:00,1.52,14010,United Kingdom
536393,22960,JAM SET,35,2011-02-14 14:00,5.16,14010,United Kingdom
538871,85123A,WHITE HEART,6,2011-01-01 10:00,3.6,14010,United Kingdom
C539721,47566,PARTY BUNTING,-30,2011-03-08 08:00,2.11,14010,United Kingdom
C536403,22960,JAM SET,-21,2011-03-15 08:00,1.72,14010,United Kingdom
1013010,85123A,WHITE HEART,100,2011-01-15 10:00,1.0,14010,United Kingdom
539520,47566,PARTY BUNTING,29,2011-03-26 09:00,5.86,14011,United Kingdom
537353,84029E,WOOLLY HOTTIE,11,2011-02-19 15:00,2.91,14011,United Kingdom
538047,21730,GLASS STAR,47,2011-01-28 11:00,3.94,14011,United Kingdom
539963,21212,PACK BALLOONS,5,2010-12-01 13:00,7.89,14011,United Kingdom
538174,71053,METAL LANTERN,35,2010-12-25 15:00,1.22,14011,United Kingdom
536884,22086,PAPER CHAIN,46,2011-03-03 12:00,2.43,14011,United Kingdom
540264,71053,METAL LANTERN,7,2011-02-02 12:00,5.38,14011,United Kingdom
538618,22491,PINK DOUGHNUT,3,2010-12-15 16:00,2.3,14011,United Kingdom
536885,47566,PARTY BUNTING,17,2011-02-22 11:00,5.25,14011,United Kingdom
536481,84029E,WOOLLY HOTTIE,48,2011-02-01 13:00,4.44,14011,United Kingdom
540532,71053,METAL LANTERN,24,2011-02-02 08:00,4.03,14011,United Kingdom
537932,21730,GLASS STAR,18,2011-02-20 13:00,5.76,14011,United Kingdom
537143,21212,PACK BALLOONS,33,2011-01-10 15:00,7.67,14011,United Kingdom
539482,84029E,WOOLLY HOTTIE,24,2011-02-14 16:00,2.02,14011,United Kingdom
540702,84029E,WOOLLY HOTTIE,22,2011-01-02 15:00,2.47,14011,United Kingdom
537282,85123A,WHITE HEART,2,2011-03-15 08:00,4.74,14011,United Kingdom
540603,47566,PARTY BUNTING,2,2011-02-28 09:00,7.84,14011,United Kingdom
536999,22491,PINK DOUGHNUT,44,2011-02-13 10:00,1.73,14012,United Kingdom
537080,84029E,WOOLLY HOTTIE,9,2011-03-13 16:00,7.55,14012,United Kingdom
540571,22086,PAPER CHAIN,8,2011-01-31 11:00,6.0,14012,United Kingdom
539750,47566,PARTY BUNTING,11,2010-12-04 13:00,7.26,14012,United Kingdom
538499,84029E,WOOLLY HOTTIE,26,2011-01-10 09:00,4.37,14012,United Kingdom
537114,21212,PACK BALLOONS,45,2010-12-19 14:00,5.31,14012,United Kingdom
541155,22960,JAM SET,45,2011-03-29 12:00,2.27,14012,United Kingdom
537026,22633,HAND WARMER,44,2010-12-18 10:00,4.89,14012,United Kingdom
539336,21730,GLASS STAR,32,2011-01-28 10:00,4.8,14012,United Kingdom
537267,22491,PINK DOUGHNUT,35,2011-01-23 08:00,2.54,14012,United Kingdom
536768,85123A,WHITE HEART,30,2011-01-27 15:00,7.73,14012,United Kingdom
538077,21730,GLASS STAR,4,2010-12-20 15:00,6.15,14012,United Kingdom
540176,22633,HAND WARMER,32,2011-03-27 09:00,5.12,14012,United Kingdom
540374,71053,METAL LANTERN,15,2010-12-06 14:00,7.3,14012,United Kingdom
539323,22633,HAND WARMER,12,2010-12-18 15:00,3.69,14012,United Kingdom
539734,85123A,WHITE HEART,35,2011-03-10 14:00,6.43,14012,United Kingdom
538730,71053,METAL LANTERN,37,2011-03-19 16:00,6.98,14012,United Kingdom
539520,84029E,WOOLLY HOTTIE,47,2011-03-13 16:00,5.15,14012,United Kingdom
536392,71053,METAL LANTERN,39,2011-02-27 16:00,2.14,14012,United Kingdom
540920,71053,METAL LANTERN,35,2011-02-03 15:00,5.6,14012,United Kingdom
536994,22086,PAPER CHAIN,36,2011-01-16 10:00,7.79,14012,United Kingdom
537645,22491,PINK DOUGHNUT,29,2011-03-04 16:00,3.36,14012,United Kingdom
538725,21730,GLASS STAR,20,2011-02-14 08:00,5.12,14012,United Kingdom
539099,84029E,WOOLLY HOTTIE,20,2011-03-17 12:00,3.66,14012,United Kingdom
537944,21730,GLASS STAR,12,2011-03-23 15:00,4.32,14012,United Kingdom
540318,22086,PAPER CHAIN,28,2010-12-06 11:00,7.05,14012,United Kingdom
537423,71053,METAL LANTERN,9,2010-12-20 08:00,4.72,14012,United Kingdom
537373,84029E,WOOLLY HOTTIE,37,2011-02-07 08:00,7.54,14012,United Kingdom
538654,22633,HAND WARMER,14,2010-12-20 12:00,5.82,14012,United Kingdom
540233,22086,PAPER CHAIN,43,2011-02-27 09:00,1.12,14012,United Kingdom
537283,21212,PACK BALLOONS,39,2011-03-21 09:00,4.18,14012,United Kingdom
538334,84029E,WOOLLY HOTTIE,20,2011-01-14 11:00,1.88,14012,United Kingdom
538164,22491,PINK DOUGHNUT,8,2010-12-01 14:00,7.79,14012,United Kingdom
538839,84029E,WOOLLY HOTTIE,5,2011-01-16 09:00,7.74,14012,United Kingdom
536667,22491,PINK DOUGHNUT,30,2010-12-17 15:00,4.48,14012,United Kingdom
541274,22086,PAPER CHAIN,49,2011-02-10 16:00,1.21,14012,United Kingdom
537692,85123A,WHITE HEART,1,2011-02-18 12:00,2.51,14013,United Kingdom
537068,21730,GLASS STAR,41,2011-03-02 09:00,1.75,14013,United Kingdom
540193,84029E,WOOLLY HOTTIE,9,2011-02-27 16:00,7.07,14013,United Kingdom
538002,21212,PACK BALLOONS,11,2011-03-12 11:00,7.15,14013,United Kingdom
537215,22633,HAND WARMER,6,2010-12-13 16:00,7.31,14013,United Kingdom
