Customer ID,gross_invoicing,credit_notes,n_invoices,last_activity,top_line_concentration,net_ledger,funding_in_use,dilution_rate,days_since_activity,tenure_days,avg_invoice_value,ran_off,runoff_prob,in_test
12399,1752.68,0.0,6,2011-06-09 13:09:00,0.08010589497227105,1752.68,1402.1440000000002,0.0,0,462,292.11333333333334,0,0.08,False
12402,1256.9,12.75,7,2011-01-20 13:49:00,0.09547298910016708,1244.15,995.3200000000002,0.010144005091892751,140,488,179.55714285714288,1,0.7533333333333333,False
12406,4596.31,183.60000000000002,5,2011-06-09 10:23:00,0.06668392688917849,4412.71,3530.168,0.039945086384512794,1,514,919.2620000000001,0,0.22333333333333333,True
12407,495.96,0.0,2,2011-04-18 12:25:00,0.09073312363900315,495.96,396.76800000000003,0.0,53,81,247.98,0,0.07666666666666666,True
12408,2289.81,44.480000000000004,9,2011-04-08 17:08:00,0.10481218965765719,2245.33,1796.2640000000001,0.019425192483219132,62,315,254.42333333333332,0,0.04,False
12409,18553.7,313.08,7,2011-06-10 12:19:00,0.03139535510437271,18240.62,14592.496,0.016874262276527052,0,382,2650.5285714285715,0,0.04,False
12410,1013.71,12.25,4,2011-02-11 15:47:00,0.23675410127156682,1001.46,801.1680000000001,0.012084323919069556,118,319,253.4275,1,0.78,False
12412,1370.05,15.9,5,2010-11-02 17:02:00,0.0788292398087661,1354.1499999999999,1083.32,0.01160541586073501,219,356,274.01,0,0.13,False
12413,805.25,63.95,5,2011-04-17 15:33:00,0.13660353927351754,741.3,593.04,0.07941633033219497,53,219,161.05,0,0.1,True
12414,952.41,260.0,8,2011-05-06 14:51:00,0.2729916737539505,692.41,553.928,0.2729916737539505,34,281,119.05125,1,0.73,False
12415,70427.74,593.7,16,2011-05-20 14:13:00,0.029822055911491695,69834.04000000001,55867.23200000001,0.008429916961697195,20,345,4401.73375,0,0.02,False
12417,5066.08,88.75,22,2011-06-05 15:46:00,0.12040867889966207,4977.33,3981.864,0.017518475823516406,4,551,230.27636363636364,0,0.016666666666666666,False
12418,1352.62,4.25,4,2010-10-22 10:29:00,0.10792388106046044,1348.37,1078.696,0.0031420502432316544,231,447,338.155,0,0.21,False
12419,503.01,0.0,2,2010-11-19 10:04:00,0.2226595892725791,503.01,402.408,0.0,203,231,251.505,1,0.89,True
12421,449.01,5.0,4,2011-01-24 15:09:00,0.18707823879200908,444.01,355.208,0.011135609451905303,136,322,112.2525,0,0.15333333333333332,False
12422,4666.74,1112.45,19,2011-01-19 09:13:00,0.22680715017335443,3554.29,2843.4320000000002,0.2383783969109057,142,539,245.6178947368421,0,0.16333333333333333,False
12423,2214.77,0.0,8,2011-06-01 09:26:00,0.11784519385760146,2214.77,1771.816,0.0,9,283,276.84625,0,0.03666666666666667,False
12424,1579.07,50.25,5,2010-10-13 10:29:00,0.05813548481067971,1528.82,1223.056,0.03182252845029036,240,549,315.81399999999996,0,0.28,False
12425,964.21,60.6,2,2010-10-05 14:50:00,0.05507099075927443,903.61,722.888,0.06284937928459568,247,265,482.105,0,0.23,True
12426,1345.21,33.8,3,2011-05-29 12:26:00,0.10704648344868087,1311.41,1049.1280000000002,0.0251261884761487,12,480,448.40333333333336,1,0.83,False
12427,607.0,56.95,2,2010-12-23 10:20:00,0.22405271828665568,550.05,440.03999999999996,0.09382207578253707,169,189,303.5,0,0.29333333333333333,True
12428,6310.54,74.31,8,2011-04-11 10:04:00,0.10141762828537652,6236.23,4988.984,0.01177553743419739,60,101,788.8175,0,0.04,True
12429,5454.99,50.4,7,2011-04-26 11:44:00,0.06731451386711984,5404.59,4323.6720000000005,0.009239247001369388,45,363,779.2842857142857,0,0.03,True
12431,7529.05,100.4,24,2011-06-02 09:57:00,0.11212569978948206,7428.650000000001,5942.920000000001,0.013335015705832742,8,511,313.7104166666667,0,0.0,False
12433,10992.51,152.4,6,2010-12-08 16:49:00,0.03935406927080348,10840.11,8672.088000000002,0.01386398556835518,183,294,1832.085,0,0.16,False
12434,583.54,40.949999999999996,4,2011-04-04 09:57:00,0.12235665078657847,542.5899999999999,434.07199999999995,0.07017513795112588,67,198,145.885,0,0.12666666666666668,False
12435,10075.03,0.0,5,2011-03-17 07:40:00,0.10004932987792592,10075.03,8060.024000000001,0.0,85,554,2015.006,0,0.1,False
12437,9707.08,288.55,37,2011-05-25 10:08:00,0.11465857909896694,9418.53,7534.8240000000005,0.02972572596496578,16,554,262.3535135135135,0,0.0,False
12439,1158.18,53.699999999999996,3,2010-01-26 12:11:00,0.04584779567942807,1104.48,883.5840000000001,0.04636584986789617,500,543,386.06,1,0.9166666666666666,False
12440,859.2,91.05000000000001,3,2010-09-08 15:57:00,0.13966480446927373,768.1500000000001,614.5200000000001,0.10597067039106146,274,535,286.40000000000003,1,0.8866666666666667,False
12445,301.58000000000004,8.5,2,2010-11-04 18:11:00,0.09947609257908348,293.08000000000004,234.46400000000006,0.028184892897406985,217,238,150.79000000000002,0,0.24666666666666667,False
12449,1627.53,0.0,3,2011-06-05 15:37:00,0.11059703968590441,1627.53,1302.0240000000001,0.0,4,256,542.51,0,0.05333333333333334,False
12450,490.32,21.25,5,2010-11-05 16:27:00,0.10095447870778268,469.07,375.25600000000003,0.043339043889704686,216,291,98.064,0,0.22333333333333333,False
12451,8942.18,21.35,6,2011-05-05 17:34:00,0.03727279030393036,8920.83,7136.664000000001,0.0023875609750642463,35,346,1490.3633333333335,0,0.04,True
12454,13151.44,8858.73,7,2010-11-09 10:09:00,0.19927855808945633,4292.710000000001,3434.168000000001,0.6735939182325281,213,499,1878.777142857143,0,0.22666666666666666,False
12455,5376.39,0.0,7,2011-06-03 11:33:00,0.06729422530731587,5376.39,4301.112,0.0,7,539,768.0557142857143,0,0.06,False
12457,1699.93,303.05,7,2011-04-20 10:10:00,0.2105969069314619,1396.88,1117.5040000000001,0.17827204649603218,51,252,242.84714285714287,0,0.05,False
12458,1272.01,0.0,3,2011-02-28 10:55:00,0.15330068159841512,1272.01,1017.6080000000001,0.0,102,305,424.00333333333333,0,0.24,True
12462,762.11,20.8,2,2011-02-18 12:21:00,0.2204406188083085,741.3100000000001,593.0480000000001,0.027292648042933434,112,120,381.055,0,0.13666666666666666,False
12463,647.95,11.4,4,2011-05-24 17:30:00,0.11111968516089203,636.5500000000001,509.24000000000007,0.017593950150474574,16,59,161.9875,0,0.10333333333333333,False
12464,544.8499999999999,0.0,4,2011-05-23 11:49:00,0.3951546297146003,544.8499999999999,435.87999999999994,0.0,18,126,136.21249999999998,0,0.12666666666666668,False
12467,132.8,132.8,2,2010-11-18 15:53:00,0.1762048192771084,0.0,0.0,1.0,203,240,66.4,1,0.9433333333333334,True
12468,3670.74,40.69,9,2011-06-05 11:36:00,0.11768744176923455,3630.0499999999997,2904.04,0.011084958346273504,5,507,407.85999999999996,1,0.6366666666666667,False
12469,3070.54,0.0,2,2010-07-05 12:40:00,0.11724322106209331,3070.54,2456.4320000000002,0.0,339,354,1535.27,1,0.8766666666666667,False
12471,28537.06,1590.33,105,2011-05-19 12:15:00,0.16799733399306024,26946.730000000003,21557.384000000005,0.05572858591599835,22,554,271.78152380952383,0,0.0033333333333333335,False
12472,14357.32,853.15,30,2011-03-30 15:12:00,0.07522295247302421,13504.17,10803.336000000001,0.05942264990959315,71,548,478.57733333333334,0,0.03333333333333333,False
12473,672.1899999999999,76.46,3,2011-06-07 15:37:00,0.1071125723381782,595.7299999999999,476.58399999999995,0.113747601124682,2,9,224.0633333333333,0,0.22,False
12474,7767.79,329.40000000000003,39,2011-05-23 17:20:00,0.0880559335409428,7438.39,5950.712,0.04240588378419088,17,484,199.17410256410255,0,0.0,False
12476,9744.09,222.6,28,2011-05-20 09:34:00,0.12561460331339305,9521.49,7617.192,0.02284461658297491,21,319,348.0032142857143,0,0.0,False
12477,11633.6,4.199999999999999,6,2011-04-14 13:59:00,0.05080112776784486,11629.4,9303.52,0.0003610232430202172,56,440,1938.9333333333334,0,0.04666666666666667,False
12480,3770.4900000000002,29.75,6,2011-03-17 13:23:00,0.11457396783972376,3740.7400000000002,2992.5920000000006,0.007890221164888384,84,324,628.4150000000001,0,0.08333333333333333,False
12481,9865.62,144.35999999999999,15,2011-05-19 08:27:00,0.09305041142877996,9721.26,7777.008000000001,0.014632633326643432,22,424,657.7080000000001,0,0.043333333333333335,False
12482,23691.4,1797.8700000000001,32,2010-09-16 12:20:00,0.07956473657107642,21893.530000000002,17514.824000000004,0.07588703073689188,267,471,740.35625,1,0.8466666666666667,False
12483,3950.21,172.86,22,2011-06-09 12:20:00,0.19492634568795075,3777.35,3021.88,0.04375969885145347,1,494,179.555,0,0.01,False
12484,2967.1,56.35,10,2011-03-07 11:41:00,0.10818644467662027,2910.75,2328.6,0.018991607967375552,95,554,296.71,0,0.056666666666666664,False
12487,285.29999999999995,25.5,2,2009-12-09 11:36:00,0.7318611987381703,259.79999999999995,207.83999999999997,0.0893796004206099,548,548,142.64999999999998,1,0.8733333333333333,False
12490,5601.43,5.0,14,2011-05-09 09:47:00,0.11193570213320526,5596.43,4477.144,0.000892629203614077,32,555,400.1021428571429,0,0.0033333333333333335,True
12493,232.5,16.95,2,2011-05-31 13:45:00,0.15483870967741936,215.55,172.44000000000003,0.07290322580645162,9,14,116.25,0,0.08333333333333333,False
12494,1342.41,53.650000000000006,12,2011-05-27 13:49:00,0.14749592151429144,1288.76,1031.008,0.03996543529920069,13,393,111.8675,0,0.09,False
12495,357.4,34.0,2,2010-03-15 10:20:00,0.22383883603805263,323.4,258.71999999999997,0.09513150531617236,452,458,178.7,1,0.96,False
12496,54.09,0.0,2,2010-03-29 14:06:00,0.20798668885191346,54.09,43.272000000000006,0.0,437,437,27.045,1,0.8666666666666667,False
12497,5205.400000000001,36.75,3,2010-11-04 12:31:00,0.06729165866215853,5168.650000000001,4134.920000000001,0.007059976178583778,217,499,1735.1333333333334,0,0.17666666666666667,False
12500,2907.59,31.35,16,2011-03-18 09:55:00,0.2624854260745153,2876.2400000000002,2300.992,0.01078212540282502,84,490,181.724375,0,0.03333333333333333,False
12501,2169.39,79.71000000000001,2,2011-01-28 13:54:00,0.0663781062879427,2089.68,1671.744,0.03674304758480495,132,154,1084.695,1,0.8266666666666667,False
12502,1842.65,0.0,3,2011-05-06 08:19:00,0.19754158413154965,1842.65,1474.1200000000001,0.0,35,127,614.2166666666667,0,0.11,False
12503,1126.0,1126.0,2,2011-01-06 11:51:00,0.7957371225577264,0.0,0.0,1.0,155,401,563.0,1,0.9,True
12504,297.0,0.0,2,2010-10-18 15:09:00,0.2222222222222222,297.0,237.60000000000002,0.0,234,414,148.5,0,0.21333333333333335,False
12505,955.2,47.2,3,2011-02-11 13:39:00,0.1758793969849246,908.0,726.4000000000001,0.049413735343383586,118,226,318.40000000000003,1,0.8266666666666667,False
12507,985.41,0.0,2,2011-02-14 09:24:00,0.170487411331324,985.41,788.328,0.0,116,402,492.705,0,0.22666666666666666,False
12510,4876.5,1488.69,15,2011-01-18 14:04:00,0.28934481697939096,3387.81,2710.248,0.3052783758843433,142,552,325.1,0,0.09666666666666666,False
12511,3084.02,18.25,2,2010-10-21 10:58:00,0.028793587590223154,3065.77,2452.616,0.005917601053170862,232,246,1542.01,1,0.74,False
12514,1597.76,0.0,2,2011-03-17 16:38:00,0.06376426997796915,1597.76,1278.208,0.0,84,459,798.88,1,0.86,False
12516,1336.56,0.0,2,2010-10-05 09:43:00,0.17507631531693302,1336.56,1069.248,0.0,248,416,668.28,0,0.25333333333333335,False
12519,385.7,31.35,2,2010-09-01 14:40:00,0.0933367902514908,354.34999999999997,283.47999999999996,0.08128078817733991,281,294,192.85,0,0.29,False
12520,1697.56,51.75,4,2011-05-19 09:37:00,0.10603454369801363,1645.81,1316.6480000000001,0.030484931313178917,22,91,424.39,0,0.09666666666666666,False
12523,3082.57,107.1,21,2011-04-01 09:19:00,0.08758925182558709,2975.4700000000003,2380.376,0.03474373655748288,70,555,146.78904761904764,0,0.023333333333333334,False
12524,9473.77,34.75,15,2011-05-19 12:24:00,0.12159889885441592,9439.02,7551.216,0.0036680223395754805,22,486,631.5846666666667,0,0.07333333333333333,False
12525,973.73,138.54999999999998,8,2010-08-05 18:09:00,0.09242808581434278,835.1800000000001,668.1440000000001,0.14228790321752435,308,553,121.71625,1,0.9333333333333333,False
12527,671.72,0.0,4,2011-02-18 09:41:00,0.15184898469600427,671.72,537.3760000000001,0.0,112,346,167.93,0,0.08666666666666667,False
12528,771.66,6.2,3,2011-03-25 13:37:00,0.11663167716351762,765.4599999999999,612.3679999999999,0.008034626649042325,76,130,257.21999999999997,0,0.14,False
12529,316.48,4.7,2,2010-07-05 09:35:00,0.07109453993933265,311.78000000000003,249.42400000000004,0.014850859453993934,340,345,158.24,1,0.8533333333333334,False
12530,2901.98,30.75,9,2011-04-20 09:31:00,0.11061413241993398,2871.23,2296.984,0.010596213619666572,51,459,322.4422222222222,0,0.013333333333333334,False
12531,1807.98,34.15,2,2010-01-28 10:43:00,0.08960276109248996,1773.83,1419.064,0.018888483279682296,498,503,903.99,0,0.23333333333333334,False
12533,1367.89,217.89999999999998,6,2010-03-31 10:24:00,0.10527162271820104,1149.9900000000002,919.9920000000002,0.15929643465483334,436,556,227.98166666666668,1,0.8566666666666667,False
12539,10164.09,1715.85,7,2011-03-22 16:00:00,0.03512365592984714,8448.24,6758.592000000001,0.16881491604265605,79,533,1452.0128571428572,0,0.13333333333333333,False
12540,15356.77,121.69999999999999,25,2011-06-06 16:23:00,0.14456164935725416,15235.07,12188.056,0.007924843570620644,3,549,614.2708,0,0.006666666666666667,False
12542,481.88,58.5,4,2010-08-12 19:12:00,0.04855980742093467,423.38,338.704,0.12139951855233669,301,457,120.47,1,0.8733333333333333,True
12547,383.58,0.0,3,2011-05-26 12:38:00,0.21898951978726733,383.58,306.864,0.0,14,317,127.86,1,0.9333333333333333,False
12549,1575.68,0.0,6,2010-05-13 12:05:00,0.2871141348497157,1575.68,1260.544,0.0,393,515,262.61333333333334,1,0.8433333333333334,False
12553,2651.09,56.199999999999996,11,2011-05-19 12:29:00,0.12221388183728202,2594.8900000000003,2075.9120000000003,0.021198827652022374,22,240,241.00818181818184,0,0.0033333333333333335,False
12557,11579.800000000001,0.0,6,2011-03-28 16:41:00,0.2950931795022367,11579.800000000001,9263.840000000002,0.0,73,540,1929.966666666667,0,0.02666666666666667,False
12559,561.71,25.5,3,2011-02-02 09:49:00,0.18906553203610404,536.21,428.9680000000001,0.045397091025618196,128,137,187.23666666666668,1,0.7366666666666667,True
12562,1630.14,0.0,3,2011-05-25 12:44:00,0.1214619603224263,1630.14,1304.112,0.0,15,252,543.38,0,0.06,False
12565,145.92,14.75,2,2011-03-03 11:43:00,0.1356907894736842,131.17,104.93599999999999,0.10108278508771931,99,106,72.96,1,0.9033333333333333,False
12567,8765.58,316.04,13,2011-06-08 09:16:00,0.0985673509339941,8449.539999999999,6759.632,0.03605465924673553,2,484,674.2753846153846,0,0.013333333333333334,False
12569,1306.46,23.700000000000003,7,2011-06-09 09:36:00,0.26177609723986955,1282.76,1026.208,0.018140624282412015,1,69,186.63714285714286,0,0.04666666666666667,False
12573,717.41,0.0,5,2011-04-26 15:52:00,0.0848050626559429,717.41,573.928,0.0,44,282,143.482,1,0.7533333333333333,False
12575,622.8199999999999,0.0,2,2010-09-08 13:09:00,0.08670241803410296,622.8199999999999,498.256,0.0,274,344,311.40999999999997,1,0.9166666666666666,True
12576,1248.54,50.0,7,2011-05-05 15:08:00,0.06407483941243372,1198.54,958.832,0.04004677463277108,35,343,178.36285714285714,0,0.13333333333333333,True
12577,1191.84,0.0,6,2010-12-15 16:21:00,0.0342327829238824,1191.84,953.472,0.0,176,553,198.64,0,0.13,False
12578,3456.6,70.0,6,2011-01-27 10:01:00,0.12150668286755772,3386.6,2709.28,0.02025111381125962,134,261,576.1,0,0.12,False
12580,1052.9,0.0,2,2011-04-07 10:24:00,0.08547820305822017,1052.9,842.3200000000002,0.0,64,394,526.45,1,0.8566666666666667,True
12582,1980.4,0.0,4,2011-04-15 08:45:00,0.08079175924055745,1980.4,1584.3200000000002,0.0,56,395,495.1,1,0.7466666666666667,False
12583,10208.45,26.5,19,2011-05-23 09:48:00,0.07758278680896707,10181.95,8145.560000000001,0.0025958887000475093,18,551,537.2868421052632,0,0.02666666666666667,False
12584,622.74,9.9,3,2011-06-07 13:00:00,0.13488775411889392,612.84,490.27200000000005,0.01589748530686964,2,97,207.58,0,0.07666666666666666,True
12585,2040.1,57.29,4,2011-04-19 13:39:00,0.10587716288417234,1982.81,1586.248,0.028081956766825157,51,168,510.025,1,0.7966666666666666,False
12586,1865.73,34.0,4,2010-12-06 09:31:00,0.08227342648721948,1831.73,1465.384,0.018223429971110504,186,540,466.4325,0,0.15,False
12588,743.88,19.8,4,2010-11-05 12:53:00,0.2688605689089638,724.08,579.264,0.02661719632198742,216,415,185.97,0,0.19666666666666666,True
12589,4048.98,1601.49,9,2010-10-21 18:41:00,0.2607446813765442,2447.49,1957.992,0.3955292444022939,231,507,449.88666666666666,0,0.2,False
12590,9864.26,10.780000000000001,5,2011-06-02 14:25:00,0.05301968926204297,9853.48,7882.784,0.0010928341304872339,7,424,1972.852,1,0.67,False
12591,1352.15,0.0,3,2011-01-26 14:35:00,0.16566209370262175,1352.15,1081.72,0.0,134,226,450.7166666666667,1,0.73,False
12592,2376.86,1430.04,7,2011-05-10 13:44:00,0.300825458798583,946.8200000000002,757.4560000000001,0.6016509175971659,30,336,339.5514285714286,0,0.08666666666666667,False
12594,3559.84,45.599999999999994,14,2011-06-09 10:05:00,0.05618230032810463,3514.2400000000002,2811.3920000000003,0.012809564474807855,1,463,254.27428571428572,0,0.01,True
12597,1428.81,0.0,2,2011-06-09 16:04:00,0.21556400081186441,1428.81,1143.048,0.0,0,85,714.405,0,0.05333333333333334,False
12598,2796.75,119.41999999999999,10,2011-05-03 10:09:00,0.09654062751407884,2677.33,2141.864,0.042699561991597385,38,466,279.675,0,0.03,False
12599,1728.0,0.0,9,2011-05-15 13:45:00,0.11458333333333333,1728.0,1382.4,0.0,25,395,192.0,0,0.02,False
12600,3760.84,88.13,22,2011-05-19 15:36:00,0.24353601854904758,3672.71,2938.168,0.023433594622477957,21,549,170.94727272727275,0,0.07,False
12601,681.26,7.5,7,2011-06-03 10:17:00,0.17834600593018818,673.76,539.008,0.011009012711740011,7,222,97.32285714285715,1,0.73,False
12605,1232.95,15.0,5,2010-12-09 15:41:00,0.0875947929761953,1217.95,974.3600000000001,0.012165943468916014,182,275,246.59,1,0.8366666666666667,False
12609,3109.7400000000002,18.0,9,2011-06-06 15:31:00,0.12155357039495264,3091.7400000000002,2473.3920000000003,0.005788265256902506,3,536,345.5266666666667,0,0.02666666666666667,True
12613,4953.21,118.15,11,2011-05-26 09:18:00,0.08358216187078682,4835.06,3868.0480000000007,0.023853218417955225,15,542,450.2918181818182,0,0.04666666666666667,False
12615,3449.79,176.1,7,2010-10-22 09:45:00,0.05217708904020245,3273.69,2618.952,0.05104658544433139,231,556,492.82714285714286,0,0.26,False
12616,673.4,55.900000000000006,5,2011-04-01 10:22:00,0.11805761805761807,617.5,494.0,0.08301158301158303,70,206,134.68,0,0.16666666666666666,False
12619,771.8,0.0,3,2011-04-19 14:02:00,0.21896864472661312,771.8,617.44,0.0,51,377,257.26666666666665,0,0.15666666666666668,False
12621,18441.96,130.45,32,2011-05-23 15:38:00,0.09272333309474698,18311.51,14649.207999999999,0.007073543159186984,17,486,576.31125,0,0.0,False
12623,3747.84,108.0,9,2011-03-08 13:50:00,0.11526639344262295,3639.84,2911.8720000000003,0.028816598360655737,93,514,416.4266666666667,1,0.73,False
12625,5164.88,69.5,5,2011-05-12 09:54:00,0.0940970554979012,5095.38,4076.304,0.013456266166880934,29,414,1032.976,1,0.74,False
12626,1274.1,107.55,4,2011-02-01 09:38:00,0.14127619496114904,1166.55,933.24,0.08441252648928656,129,144,318.525,0,0.22333333333333333,False
12629,1558.22,0.0,2,2010-11-19 09:18:00,0.23103284516948827,1558.22,1246.576,0.0,203,240,779.11,1,0.79,False
12631,2841.07,29.3,6,2010-10-04 14:07:00,0.033508502078442276,2811.77,2249.416,0.01031301587078108,248,510,473.5116666666667,0,0.22,False
12632,804.88,66.0,4,2010-07-07 09:39:00,0.1319451346784614,738.88,591.104,0.08199980121260313,338,382,201.22,1,0.8766666666666667,False
12633,5243.73,82.95,8,2011-06-06 11:17:00,0.09268211750032897,5160.78,4128.624,0.015818892277062322,4,343,655.46625,0,0.03666666666666667,False
12634,490.0,0.0,2,2010-06-22 10:05:00,0.2653061224489796,490.0,392.0,0.0,353,365,245.0,1,0.86,False
12635,1241.23,0.0,2,2010-11-12 15:46:00,0.10151220966299558,1241.23,992.984,0.0,209,274,620.615,0,0.2866666666666667,False
12637,4710.16,68.65,10,2011-04-14 14:23:00,0.03439373609389065,4641.51,3713.2080000000005,0.014574876437318479,56,360,471.01599999999996,0,0.02666666666666667,False
12639,1312.37,0.0,3,2011-04-15 12:48:00,0.18287525621585377,1312.37,1049.896,0.0,55,445,437.45666666666665,1,0.8866666666666667,True
12643,6897.7,469.52,12,2011-06-10 10:38:00,0.1816257593110747,6428.18,5142.544000000001,0.06806906650042768,0,428,574.8083333333333,0,0.0,True
12644,1440.58,102.95,5,2010-10-05 10:23:00,0.05154174013244665,1337.6299999999999,1070.104,0.07146427133515668,248,511,288.116,0,0.22333333333333333,False
12645,2563.02,20.4,7,2011-05-04 12:11:00,0.09129854624622516,2542.62,2034.096,0.007959360441978603,37,486,366.1457142857143,0,0.013333333333333334,True
12647,16503.84,241.56,40,2011-05-24 10:19:00,0.1691727500993708,16262.28,13009.824,0.014636593665474217,17,512,412.596,0,0.006666666666666667,False
12648,793.95,15.0,4,2010-10-01 12:33:00,0.08010580011335726,778.95,623.1600000000001,0.01889287738522577,251,518,198.4875,0,0.2966666666666667,False
12649,2046.1399999999999,55.949999999999996,8,2011-05-11 14:37:00,0.12975651714936418,1990.1899999999998,1592.152,0.027344169998142844,29,513,255.76749999999998,0,0.08333333333333333,True
12651,377.75,12.45,5,2011-01-09 12:46:00,0.05241561879549966,365.3,292.24,0.03295830575777631,151,282,75.55,1,0.8466666666666667,False
12652,1017.03,5.45,3,2011-01-21 17:01:00,0.12389015073301674,1011.5799999999999,809.264,0.005358740646785248,139,251,339.01,1,0.8666666666666667,False
12653,2730.08,0.0,2,2011-02-16 10:53:00,0.1283478872413995,2730.08,2184.064,0.0,114,344,1365.04,0,0.21333333333333335,False
12654,337.75,0.0,3,2011-05-26 10:43:00,0.10658771280532939,337.75,270.2,0.0,15,112,112.58333333333333,0,0.08333333333333333,False
