Customer ID,funding_in_use,runoff_prob,exp_exposure,dilution_rate,top_line_concentration,days_since_activity
13027,13718.400000000001,0.3061733462491996,4200.21,0.010798837048317873,0.20573169043333794,113
12590,7882.784,0.5220354554865423,4115.09,0.0010928341304872339,0.05301968926204297,189
17841,55612.952000000005,0.07141806508273854,3971.77,0.019297424654086594,0.06261985238714424,1
13715,6750.6720000000005,0.5817453013358185,3927.17,0.005298651820225407,0.05559163956436712,280
15768,12447.568000000001,0.31485157022696275,3919.14,0.002668403297461908,0.05230403773069702,115
12409,18472.376,0.20800012467172269,3842.26,0.014040562288609091,0.024872658393999134,78
13089,90571.35200000001,0.04069050668429093,3685.39,0.0301844662905419,0.08428885024961053,2
18251,21023.088000000003,0.1730781558842077,3638.64,0.0,0.03835782830762065,86
18087,11529.296,0.31505874656317134,3632.41,0.023703521046613087,0.21697765541759925,97
15061,109113.184,0.03284736942938897,3584.08,0.010354486465244294,0.1943403542571782,3
17504,7450.696000000001,0.47291822982517956,3523.57,0.026319586163059114,0.06799182864407347,205
12980,12727.512000000002,0.2742104421320402,3490.02,0.02070630034384314,0.649701030052112,155
13564,12629.376,0.2722518454190187,3438.37,0.08480395140742802,0.03587050096959051,143
16180,12936.216,0.26349128624571105,3408.58,0.00489850072646735,0.0647082099733721,99
14828,7842.768000000001,0.4294009884458692,3367.69,0.0036587373697337046,0.07787012701916568,196
14680,43841.072,0.07496736085738644,3286.65,0.04548517690402327,0.06546017549754175,24
12835,4814.936000000001,0.6783365090977413,3266.15,0.004077235819443318,0.12582508592145694,417
17511,137508.78399999999,0.02354504384799362,3237.65,0.021170243995636766,0.03466216941513996,2
15332,5242.992,0.6165721210215092,3232.68,0.0,0.045775389319686166,365
13935,4893.536,0.6585092798552197,3222.44,0.0,0.060030211282802455,596
17448,8154.184,0.3948427545757913,3219.62,0.2998041488029446,0.013993296681933122,144
16000,9914.960000000001,0.32352028502470975,3207.69,0.0,0.16508387325818763,2
16553,13244.696,0.24044252098508676,3184.59,0.005295598837059099,0.03375989319881447,162
12798,6808.744000000001,0.45139871593912273,3073.46,0.0,0.6915248979841216,9
13777,44813.256,0.06700260569344016,3002.6,0.008177459638566377,0.15079883608642028,0
15311,90810.456,0.03284736942938897,2982.88,0.027901495540508463,0.02720235030635989,0
14298,72391.44800000002,0.04069050668429093,2945.64,0.0077327040263068525,0.018971540934106874,2
12755,5125.080000000001,0.5724652247991049,2933.93,0.290600022589711,0.84327723555089,249
14096,45696.728,0.06413993642556895,2930.99,0.12343905351340809,0.18271155327900238,3
13615,4969.784,0.5685012608351409,2825.33,0.009613345811020435,0.047030464581277416,312
14154,5010.88,0.5496402911121022,2754.18,0.03050753014379247,0.06410296097946043,238
18231,5478.536,0.498422262083244,2730.62,0.004766769801350681,0.04265677658818451,191
17940,21568.016,0.1240273556231003,2675.02,0.11295852788075224,0.19273791267056864,48
14249,4500.3688,0.58379095275647,2627.27,0.0,0.05619095039499874,410
17949,79116.47200000001,0.03284736942938897,2598.77,0.16633911633737983,0.20270242930678806,0
17406,3673.6800000000003,0.7067601544179383,2596.41,0.0638015922365725,0.11110997849155461,329
17308,3609.4080000000004,0.7055936656134671,2546.78,0.0,0.42036810468641944,392
16858,3545.304,0.7067601544179383,2505.68,0.050693188926114116,0.08508487065900076,365
12557,14972.912,0.1647711909814981,2467.1,0.0,0.32683662336357816,15
14648,3566.568,0.6863440924924424,2447.89,0.019496971536400946,0.06043731278288754,403
12931,57039.736000000004,0.042846636511309974,2443.96,0.22791853019264013,0.20449749824954352,21
13958,3521.864000000001,0.6913755390333229,2434.93,0.06516988976966509,0.039783573960074155,371
14685,3459.4480000000003,0.7012762834501964,2426.03,0.06395961721203777,0.08013351256225931,575
14081,4200.04,0.5748894672233472,2414.56,0.022355263402916145,0.028565576060036124,266
13340,17680.448,0.13336801496375966,2358.01,0.0,0.04343781334047644,44
16749,3509.664,0.6712939252683623,2356.02,0.0,0.13539757652014553,590
14016,9103.768,0.2572844573603107,2342.26,0.0020783256938056247,0.05056382257587861,153
15633,3338.728,0.7012762834501964,2341.37,0.041137655486782186,0.0681223951512478,508
13408,40682.2816,0.055610172663890324,2262.35,0.01702205817967489,0.028733820288307788,1
18260,7801.560000000001,0.28969049779066725,2260.04,0.02109593248819778,0.10515041492213999,172
16532,7005.312,0.31426881964421216,2201.55,0.0,0.9572438743627694,17
16118,3404.3440000000005,0.6462869254024914,2200.18,0.027608111968009143,0.06375321336760925,392
12744,10526.528000000002,0.20800012467172269,2189.52,0.48026508607239543,0.4802650860723955,51
13044,3859.36,0.5608888701193019,2164.67,0.006118791075217866,0.04903273656235193,290
13542,3176.616,0.6711888129893369,2132.11,0.008836369899430128,0.1009692549242793,376
16919,4043.048,0.5246986827346647,2121.38,0.014065795146617868,0.054193304213300666,155
14025,3175.28,0.6652843098837469,2112.46,0.021883240099558884,0.11730205278592375,464
16125,3670.12,0.5724652247991049,2101.02,0.0,0.0752236984076815,366
12378,4333.056,0.4840074742848356,2097.23,0.0,0.012805742644452323,129
17389,43669.624,0.047855120612451243,2089.82,0.04609287461284187,0.10543178223102338,0
12748,39976.104,0.05214896209270532,2084.71,0.11712599729431714,0.06420051523523487,0
13162,7293.552000000001,0.2811736016159979,2050.75,0.017093436573162174,0.039351020808604184,121
13446,2887.0879999999997,0.7067601544179383,2040.48,0.07033429592286233,0.047049246629863296,419
12737,2968.4,0.6863440924924424,2037.34,0.0,0.9730494542514486,498
15523,13776.032000000001,0.14721021851184554,2027.97,0.008061640588502643,0.16387394232369953,83
16546,3069.8880000000004,0.657556334043403,2018.62,0.315547929445801,0.09096632997233553,290
16422,48888.432,0.04069050668429093,1989.3,0.039919423699091315,0.10095603447964359,16
17829,3744.3360000000002,0.5305607517001819,1986.6,0.016044601975302414,0.03430921177108692,298
12939,20211.84,0.09789345437171525,1978.61,0.0,0.1610145340552864,63
17204,4210.952,0.46687905161208826,1966.01,0.04378084869447689,0.09090430160463168,168
16636,3041.632,0.6446451594128992,1960.77,0.0,0.05365540604517575,437
17409,6234.808000000001,0.31361949137391615,1955.36,0.0,0.11907343417792496,184
13081,46662.520000000004,0.04154302160330201,1938.5,0.014812900566927032,0.030321686542471384,0
16072,3463.1120000000005,0.5587181711945707,1934.9,0.0,0.029453277861068307,287
13798,58858.776000000005,0.03284736942938897,1933.36,0.02984564104504841,0.05164770117754069,0
15838,58723.288,0.03284736942938897,1928.91,0.01023273060690641,0.32610331297277617,10
17508,3637.424,0.5298163348267328,1927.17,0.007086344210707915,0.0890979487817821,280
12625,4076.304,0.47082066109802245,1919.21,0.013456266166880934,0.0940970554979012,211
16013,42231.136,0.0450923173779499,1904.3,0.08107586823482883,0.24282096505893142,3
14936,9902.768,0.19066452376469323,1888.11,0.002606598602347469,0.04891300406661612,8
13659,3773.304,0.5001234272973403,1887.12,0.03641560160821103,0.020838100219004348,196
17138,3533.8160000000007,0.5332641918696236,1884.46,0.0,0.020374575246702147,275
15222,2732.5280000000002,0.6808602215247006,1860.47,0.038088827934247844,0.10954938311587735,318
13734,2761.032000000001,0.6600459335657866,1822.41,0.4850081472594768,0.9804465772557165,508
12872,2942.6720000000005,0.6178632800822943,1818.17,0.0019400405373505287,0.10805890125872,326
16336,2814.152,0.6446451594128992,1814.13,0.0,0.07880171362456612,420
14625,3513.224,0.5143790104238912,1807.13,0.023644472507047765,0.05022366092470231,184
14606,24075.504,0.07496736085738644,1804.88,0.02484295743568108,0.02249631088497932,0
16351,2623.304,0.6857003718092427,1798.8,0.015285147581253022,0.05432383492040612,332
12435,11140.744,0.16086491984987195,1792.15,0.0,0.07238295754753901,79
13357,3070.688,0.572923441888959,1759.27,0.0,0.019930386936087285,256
15614,2407.088,0.7280495097402772,1752.48,0.04400513446189822,0.05242488943114229,427
12469,2456.4320000000002,0.711816823990737,1748.53,0.0,0.11724322106209331,522
17145,2411.712,0.7209530579661643,1738.73,0.03405096590417538,0.03402853654863486,464
17307,2580.536,0.672830578978929,1736.26,0.19356032290887998,0.17172472242986683,364
13214,2611.384,0.6579204471722455,1718.08,0.0,0.015440088474157766,417
12758,7823.200000000001,0.21952485609628467,1717.39,0.012545389185761428,0.046348467774183,116
12678,27080.904,0.06335344388542241,1715.67,0.012544784047690308,0.0689241152142371,41
14028,2540.4,0.6735594470793,1711.11,0.694560669456067,0.3333333333333333,498
17876,2739.2160000000003,0.6243566158708587,1710.25,0.0,0.4728418642414472,399
13031,2735.416,0.6233471510500362,1705.11,0.0,0.037317907038636904,406
16718,2918.0240000000003,0.5826491192431337,1700.18,0.0,0.05103453569950075,368
12623,2911.8720000000003,0.5748894672233472,1674.0,0.028816598360655737,0.11526639344262295,275
17646,3275.328,0.5104761162750295,1671.98,0.013405497627590794,0.06202723511310212,218
14045,7728.504,0.21434933102092907,1656.6,0.14606166517723368,0.41474299988597224,108
14769,12557.336000000001,0.13111937082525318,1646.51,0.0047686135070771525,0.016168015480716315,2
15823,2427.088,0.672830578978929,1633.02,0.2215222841189889,0.027250543342989913,336
16067,2420.952,0.6712939252683623,1625.17,0.10870941804676479,0.0658264831575506,562
12643,6304.72,0.2568890135606116,1619.61,0.05622711192969934,0.15002838180594508,127
12451,10037.224,0.16106894085067652,1616.69,0.00973568810438615,0.029100512396328933,10
16736,2323.6079999999997,0.6907570413820413,1605.05,0.017604919230457018,0.05834483318451173,505
12377,2741.0560000000005,0.5841695437600609,1601.24,0.0,0.0466973312475192,314
15665,3212.096,0.49476154779752984,1589.22,0.0,0.04890264799059556,167
15769,67415.504,0.02354504384799362,1587.3,0.049996888539363134,0.16828492682205332,6
15538,2421.72,0.6535629242274033,1582.75,0.09863327775131016,0.5209623630300143,537
16467,2289.9199999999996,0.6907570413820413,1581.78,0.002356090284264384,0.19791158387820829,508
16873,11637.624,0.13527507967643715,1574.28,0.004813444807862416,0.024997622694612375,4
13707,2692.688,0.5841695437600609,1572.99,0.0,0.03565210674240758,266
13135,2697.16,0.5827683560816993,1571.82,0.0,0.9182992480979993,196
16320,3543.08,0.44234080761816896,1567.25,0.21320698739916044,0.03261686377129822,171
12536,3285.4560000000015,0.47291822982517956,1553.75,0.6741092365156488,0.6603898005289708,7
14590,2307.4320000000002,0.6680755761115582,1541.54,0.040686884275365695,0.1781069772701572,424
14669,2595.1440000000002,0.5937898618258438,1540.97,0.0,0.016369033857080766,241
12511,2452.616,0.6235505024422153,1529.33,0.005917601053170862,0.028793587590223154,414
16550,7335.456,0.20800012467172269,1525.78,0.028172372823691887,0.02652851630025236,108
13963,2319.696,0.6545620625980446,1518.38,0.0372692048461587,0.029881767805383368,307
16335,2197.6,0.6907570413820413,1518.01,0.00973323720259553,0.04650324441240086,551
15260,7278.704,0.20800012467172269,1513.97,0.009778814853350427,0.05628940503230764,99
13786,2189.128,0.6914007620652411,1513.56,0.18533525457435976,0.11825159127581915,366
13316,10325.544000000002,0.14550208799146486,1502.39,0.02157741648643793,0.12990114141076461,36
14105,4563.184,0.3278477078477079,1496.03,0.04756354747087495,0.03386304169595731,84
16772,2228.48,0.6703409794565455,1493.84,0.25189671147157955,0.2203408038028226,416
13082,5815.136,0.2564326643542624,1491.19,0.009110179599904577,0.3314998466414477,125
14145,5604.84,0.2660526338740624,1491.18,0.07815738054354905,0.39078690271774524,46
15480,2873.8,0.5036593310487613,1447.42,0.42789456919891705,0.42789456919891705,115
14532,3077.1440000000002,0.4659410567399697,1433.77,0.0033038106540767727,0.15122383511523174,235
12806,2303.168,0.6185921481826654,1424.72,0.0,0.18556701030927836,434
17085,6205.928,0.2280001246717227,1414.95,0.016980488911360583,0.025793869536622736,122
15817,2213.1200000000003,0.6371412612840012,1410.07,0.0,0.024580682475419318,420
12754,2359.296,0.5957985581324381,1405.67,0.020466729109786967,0.13925147970266447,235
13124,3825.96,0.36712121212121207,1404.59,0.0,0.04523204633608297,89
13485,2366.3360000000002,0.5930134122438441,1403.27,0.020303257132636907,0.04491226210743172,232
13815,5828.6320000000005,0.24068438510155837,1402.86,0.02540885584570892,0.09871932410704493,21
17465,2026.912,0.6890232339405099,1396.59,0.0035984096209281933,0.037714478977815706,425
14564,2015.456,0.6914007620652411,1393.49,0.033120715990819845,0.029359614986068577,426
17107,12493.456,0.1112620325411023,1390.05,0.028528026017360666,0.04568465396238481,32
12497,4969.400000000001,0.277994227994228,1381.46,0.005881411538769305,0.058036328718892534,81
17241,2195.312,0.6221073733413022,1365.72,0.0,0.05110890843761616,384
15057,2547.648,0.5327056094144895,1357.15,0.021929016326981906,0.0826484354844654,274
14465,3156.8240000000005,0.42924854886287944,1355.06,0.0,0.14155999827674903,246
17686,6637.448,0.20373467381052715,1352.28,0.0,0.017078853197795296,6
12433,16343.087999999998,0.08248362172577597,1348.04,0.007404794458648305,0.02617915521207157,0
14031,30420.776,0.04430582483780336,1347.82,0.07251854122900536,0.07529420717541356,6
16499,1993.3920000000003,0.672830578978929,1341.22,0.033587502036193824,0.04945042158908445,359
15353,2523.24,0.5299204635258953,1337.12,0.006895574552496103,0.08029093657016012,254
16202,1973.6320000000005,0.6772435278685278,1336.63,0.013968880770906359,0.04196659459070579,360
14496,2116.704,0.6297060744203773,1332.9,0.008376339371043725,0.11396318908040162,311
12725,2155.648,0.6178632800822943,1331.9,0.0,0.15438513152425629,370
17381,31999.352000000003,0.04154302160330201,1329.35,7.949528990407318e-05,0.10831608227212536,8
13868,2554.032,0.5186031558335877,1324.53,0.0,0.8475383237171656,6
12967,3072.616,0.42972154245457916,1320.37,0.10823279745154309,0.1112628049743204,2
14935,2279.864,0.5789601554472243,1319.95,0.0,0.1431664344890748,296
16182,7977.32,0.16418295568738045,1309.74,0.0,0.1890359168241966,71
12539,7599.12,0.17168970306718342,1304.69,0.1529993981140908,0.040928241824383066,21
12731,20538.568,0.06335344388542241,1301.19,0.003976612089443899,0.10347726599965626,23
13819,2104.88,0.6145507949172716,1293.56,0.004257573750638636,0.09536965201430544,301
17553,3006.08,0.4294009884458692,1290.81,0.0,0.665318288269108,129
12653,3328.664,0.3848295454545455,1280.97,0.0,0.1684279338497367,148
16210,30643.248000000007,0.04154302160330201,1273.01,0.004818195918836067,0.6476091797479365,1
14459,4271.3128,0.29799422799422803,1272.83,0.006808363721392084,0.03314891844677785,154
13501,2272.208,0.5574652247991049,1266.68,0.015545334493312211,0.06623664262367814,242
15079,2949.4,0.4294009884458692,1266.48,0.02139434881282599,0.21389040041408416,212
16812,1773.4400000000003,0.711816823990737,1262.36,0.07324414715719063,0.07324414715719063,360
18051,1820.784,0.6890232339405099,1254.56,0.0027603974972396023,0.10252904989747094,633
13141,6029.304,0.20800012467172269,1254.1,0.01720657540248651,0.0564120084813616,84
12978,1996.8560000000002,0.627335440330414,1252.7,0.0026969578315659934,0.07012090362071582,384
18168,2936.096,0.42495859213250514,1247.72,0.02656308434143974,0.07094982587453949,175
15934,1752.528,0.711816823990737,1247.48,0.0,0.09794308564542194,417
15265,2676.512,0.4650932961381769,1244.83,0.0,0.028287562319914875,150
14930,4109.312000000001,0.30182642333084814,1240.3,0.02096393303892213,0.015228823073096446,108
16126,11717.440000000002,0.10534648792718473,1234.39,0.0,0.07138077941939536,28
17732,1958.512,0.6297060744203773,1233.29,0.009006675059403576,0.062095458611798146,372
15476,1744.2240000000002,0.7067601544179383,1232.75,0.013439035647381425,0.07384682214318682,379
15629,1792.7200000000003,0.6863440924924424,1230.42,0.0,0.05622740863046098,449
14101,7953.7040000000015,0.15380905289417446,1223.35,0.0019875666662985984,0.1972147967311555,73
15151,1668.4880000000003,0.7331061793130759,1223.18,0.0,0.14144542843580535,422
12982,2049.696,0.5959492498320429,1221.51,0.06655834101449645,0.025794135113177238,239
12597,2946.504,0.4140381565874621,1219.97,0.03360866074380382,0.16162803511736398,18
17822,1750.8000000000002,0.6889692367953238,1206.25,0.0,0.13123143705734522,419
14469,1689.768,0.711816823990737,1202.81,0.0,0.052598936658760254,415
17857,22853.232000000004,0.05214896209270532,1191.77,0.004033855096394145,0.1536490873795073,2
12501,1671.744,0.711816823990737,1189.98,0.03674304758480495,0.0663781062879427,314
15015,1820.6560000000002,0.6535629242274033,1189.91,0.03771638294813574,0.09164827358753837,500
14855,5216.240000000001,0.2280001246717227,1189.3,0.0,0.04025888379369048,118
15077,1939.1040000000003,0.6119835403790772,1186.7,0.001729761787091035,0.15172481961055648,455
16795,1972.152,0.60128242910018,1185.82,0.010913219841196602,0.028647202083141084,364
12687,1711.128,0.6914007620652411,1183.08,0.0,0.13090779883211542,480
14867,2321.168,0.5079424415478734,1179.02,0.01714057302358353,0.08109591268470152,185
13152,1691.9840000000002,0.6964322086061216,1178.35,0.014629282792422591,0.024739328543873874,416
17032,1720.048,0.6848398577645541,1177.96,0.2844105704586301,0.035944884510417364,441
18055,8930.816,0.13119344702337593,1171.66,0.0028627394585536963,0.030748769379317,6
15235,2350.248,0.498422262083244,1171.42,0.0,0.025273928538605286,217
13851,3613.4080000000004,0.3235868794326241,1169.25,0.019472653621218895,0.24773904473283173,95
14431,2033.28,0.5748894672233472,1168.91,0.02777140234106036,0.09628184530640349,298
14740,3255.0880000000006,0.3588179824963203,1167.98,0.022157815556612975,0.028550417441709563,190
15649,1736.28,0.6711888129893369,1165.37,0.0,0.7989494781947613,335
17457,4639.208,0.25090261900278843,1163.99,0.031045262923969186,0.17544416614729622,126
16065,1892.496,0.6145507949172716,1163.03,0.007135002644148039,0.08295489838916824,364
13869,6489.256,0.17879377546537348,1160.24,0.0,0.02072964913080945,122
13753,1675.6560000000002,0.6914007620652411,1158.55,0.0,0.04984316590039961,287
15946,1843.344,0.621527310017876,1145.69,0.0,0.12030310132020937,502
15100,1855.6000000000001,0.6160734497616056,1143.19,0.19870798355615435,0.9078661001140015,329
12975,1595.1920000000002,0.711816823990737,1135.48,0.05052164431048192,0.051140665400054276,429
16004,1717.112,0.6611953153380552,1135.35,0.0,0.06322243394723234,474
13407,1689.512,0.6711888129893369,1133.98,0.059166035550407635,0.027264222390519892,578
12502,2979.096,0.3805497835497835,1133.69,0.0,0.1954955462999514,95
13371,1817.1680000000001,0.6238728954669097,1133.68,0.011402905564792006,0.04439299113010629,498
14566,3273.6000000000004,0.34541666666666665,1130.76,0.0,0.208455522971652,110
14399,1678.528,0.6735594470793,1130.59,0.007098373999129266,0.19307577277631605,393
12438,2325.48,0.4860991235755231,1130.41,0.0,0.15136659958374185,13
16584,2468.376,0.45675559541657745,1127.44,0.024718127996914977,0.0879990643777638,79
18008,15829.704000000002,0.07117927389968902,1126.75,0.0,0.4511998455561772,69
15638,1709.76,0.6576752994758233,1124.47,0.056507151686385315,0.13508740950026488,300
16290,1655.4400000000003,0.6778872485517277,1122.2,0.0,0.03943362489730826,464
17931,2644.768,0.4234266294715103,1119.87,0.03820742503542035,0.07864625911692061,133
17113,1687.3280000000004,0.6635505024422154,1119.63,0.09189310209722766,0.035563745646024485,504
16176,1571.232,0.711816823990737,1118.43,0.04318723236338658,0.09645879309588881,420
14256,1917.8720000000003,0.5826176643820946,1117.39,0.03098234026814983,0.041228945953702315,253
13478,1654.4240000000002,0.672830578978929,1113.15,0.06668080766141042,0.03195263067633068,468
13174,7595.872,0.14582176569482128,1107.64,0.0,0.016745937793580513,15
16197,1613.3680000000002,0.6863440924924424,1107.33,0.0,0.09483267301694344,468
18258,1632.776,0.6778872485517277,1106.84,0.009079124325741502,0.08739264056863477,463
15676,2659.2720000000004,0.4140381565874621,1101.04,0.03250227024006333,0.032394579365264166,8
18026,1659.2560000000003,0.6635505024422154,1101.0,0.0,0.2249924062350837,500
13151,2009.352,0.5477056094144894,1100.53,0.02675589172097925,0.029022683416384448,202
15786,6714.280000000001,0.16390582028330064,1100.51,0.014324436688033335,0.01877902292708478,43
18009,1661.664,0.6600459335657866,1096.77,0.03652885431597111,0.04362588886878836,234
14938,1831.5439999999999,0.5969249061553379,1093.29,0.014209254961398191,0.06572426294872183,501
13629,10696.688000000002,0.10192137320044296,1090.22,0.0,0.30768402331637607,22
16652,13850.264,0.07820708748615726,1083.19,0.013535881538814808,0.04719553240697215,53
15456,1695.4160000000002,0.6366155168671277,1079.33,0.0,0.08561438608577482,282
15939,7238.112,0.14845497173228264,1074.53,0.0014072241923360916,0.11480079775815391,89
12477,16138.912,0.06652088880652132,1073.57,0.005066488725546042,0.03434046626689097,22
18064,3552.9439999999995,0.30182642333084814,1072.37,0.01197989779823494,0.12313599686765161,132
16510,1680.0,0.6366155168671277,1069.51,0.0,0.04857142857142857,371
12585,1586.248,0.6735594470793,1068.43,0.028081956766825157,0.10587716288417234,233
14225,1612.096,0.6584041675761945,1061.41,0.010750999008355341,0.053607721082758145,434
14634,1577.4560000000001,0.672830578978929,1061.36,0.0718488462950585,0.05987403857921542,437
12753,16819.208,0.06297159303187344,1059.13,0.01891701070352446,0.04003847053042574,3
18093,3543.688,0.2962654508611956,1049.87,0.0051878518924430295,0.10187054625160859,92
16032,1576.3600000000001,0.6652843098837469,1048.73,0.0,0.07191250729528786,455
13225,12703.416000000001,0.08248362172577597,1047.82,0.023419333373103562,0.09471053937652175,2
13059,1818.096,0.5745108762197564,1044.52,0.013264326992796885,0.08857357468185154,249
15039,31794.392,0.03284736942938897,1044.36,0.007205338405347998,0.07157376091735919,9
14770,2899.9120000000003,0.35942652329749103,1042.31,0.0035050197380719367,0.053523713176675,231
16331,1630.16,0.6366155168671277,1037.79,0.0,0.10894636109338961,431
17400,3741.6400000000003,0.27635716445733394,1034.03,0.0,0.020677563849007388,125
16938,4967.944,0.20800012467172269,1033.33,0.11830593567110312,0.11969025355024294,8
12406,4857.768,0.21206758498918302,1030.18,0.04978592755337728,0.047962869071539,21
16163,1810.9040000000002,0.5685012608351409,1029.5,0.20562679412404636,0.40883217877722333,224
14461,5358.080000000001,0.19197982758178342,1028.64,0.0023683622551575185,0.03423549564310717,147
12986,1593.2720000000002,0.6448906540626809,1027.49,0.27043709521437154,0.09714855083081793,402
12582,1584.3200000000002,0.6449957663417062,1021.88,0.0,0.08079175924055745,238
12733,1861.456,0.545888870119302,1016.15,0.04043515734864137,0.06835417981170125,233
16105,1908.9520000000002,0.5319611925410402,1015.49,0.0,0.08524048797455358,248
13696,1606.96,0.6316222882455894,1014.99,0.005790932488616115,0.36873886359136804,421
18095,1842.4720000000002,0.5501298518387319,1013.6,0.0,0.088576651368379,312
14306,2513.2000000000003,0.4023714899207955,1011.24,0.0031414609379958112,0.2718791648156375,50
15113,2751.5280000000002,0.3671748025501951,1010.29,0.04707798954376575,0.08825737740799539,9
17640,2486.072,0.4055478415927224,1008.22,0.019359785922106444,0.20599948247679034,86
13001,19308.840000000004,0.05189498847700802,1002.03,0.0014913888325797093,0.12016746579734487,3
15944,1731.3919999999998,0.5777813373718546,1000.37,0.0,0.24285661479318374,276
16253,5821.528,0.17168970306718342,999.5,0.00454710231664193,0.02437706476611287,31
17317,2019.2160000000001,0.4924836726490794,994.43,0.029350008075867004,0.23939177184522023,45
16631,1493.616,0.6652843098837469,993.68,0.013474098028026123,0.09687612284150234,481
13722,4503.328,0.2198514677730658,990.06,0.0011090586133040898,0.038462152709385834,119
17675,30084.672,0.03284736942938897,988.2,0.01708747608443371,0.08168930150864097,0
13693,1558.656,0.6336529716889536,987.65,0.03156345995168554,0.03877086419262161,324
15581,4638.224000000001,0.21271534409282444,986.62,0.2561789651540363,0.38170577285014345,120
17311,2792.5280000000002,0.35253763440860214,984.47,0.021281010273204434,0.04037503925351039,77
13131,2623.8160000000003,0.3726920439295054,977.88,0.01026021721483386,0.10208916128759689,22
16244,2063.5040000000004,0.47291822982517956,975.87,0.0,0.023587063557909266,211
16709,7269.968000000001,0.13422097936164432,975.78,0.0,0.061370283885706235,84
12454,3434.1679999999997,0.28375840032982885,974.47,0.7426398909338133,0.15712437454211026,52
15150,7192.464,0.13520100347831437,972.43,0.001166526683464651,0.008249010118785746,16
12567,10715.056,0.09051693450188661,969.89,0.02305202241306622,0.0905917347077213,22
13874,1591.3600000000001,0.6090669239495297,969.24,0.029256032989288243,0.2787497254959373,357
15425,1555.656,0.6220022610622769,967.62,0.0,0.052145204338234157,399
12873,1621.8400000000001,0.5952588148493321,965.41,0.0,0.145168450648646,281
16456,4948.328,0.1949336715294162,964.6,0.09871905649352826,0.06686667900351309,98
17444,2352.032,0.4078887313001058,959.37,0.0,0.1873920082719963,147
13422,2081.2400000000002,0.4604758335118155,958.36,0.009423904352130372,0.028557285915546585,50
16684,113201.8,0.008450704225352112,956.63,0.038333653770416316,0.03843206159568697,3
15978,2618.096,0.36514926769857325,956.0,0.0020735373938074414,0.03298144184032542,76
12631,2761.8160000000003,0.3459921798631476,955.57,0.008415743472054274,0.04595627834568887,56
13253,2360.8880000000004,0.4036252587991719,952.91,0.0,0.06099399886822246,156
14130,1506.1360000000002,0.6312823375989904,950.8,0.0,0.04520707293365273,318
13373,6069.752,0.1563990729034977,949.3,0.0,0.03388606321971639,60
17677,28693.304000000004,0.03284736942938897,942.5,0.022518791777485076,0.08379820515734511,1
16258,9466.816,0.0991585699659416,938.72,0.009127051911991774,0.06752343726449693,44
15485,4499.608,0.20800012467172269,935.92,0.02546993767662189,0.11881639293703034,29
14346,1852.6000000000001,0.5050932961381769,935.74,0.0,0.03670517111087121,120
15736,1373.816,0.6808602215247006,935.38,0.05422091511907123,0.028088031194236997,429
15615,17025.656,0.054902739660070296,934.76,0.004299622391160837,0.0425751509897319,9
15221,1452.8800000000003,0.6395118953739642,929.13,0.2633799103611916,0.14175911091281512,365
